Row,Column,Assay,Sample,Conc,Ct,Tm,Efficiency,Flags
24,46,AY224,15A-rep1,-1,18.86,90.48,1.85,
33,64,AY224,15A-rep2,-1,18.92,90.16,1.85,
7,10,AY224,15A-rep3,-1,18.03,90.77,1.86,
16,28,AY224,16A-rep1,-1,20.06,90.83,1.88,
25,46,AY224,16A-rep2,-1,19.61,90.12,1.85,
34,64,AY224,16A-rep3,-1,20.17,90.25,1.86,
40,10,AY224,17A-rep1,-1,17.09,90.52,1.85,MultipleMeltPeaks
49,28,AY224,17A-rep2,-1,17.85,90.17,1.88,
58,46,AY224,17A-rep3,-1,18.08,90.22,1.86,
67,64,AY224,18A-rep1,-1,18.25,90.45,1.91,
41,10,AY224,18A-rep2,-1,17.76,90.27,1.87,
50,28,AY224,18A-rep3,-1,18.81,90.07,1.86,
59,46,AY224,19A-rep1,-1,18.07,90.16,1.87,
68,64,AY224,19A-rep2,-1,17.69,90.38,1.9,
42,10,AY224,19A-rep3,-1,17.26,90.34,1.85,MultipleMeltPeaks
51,28,AY224,20A-rep1,-1,18.82,90.49,1.88,
60,46,AY224,20A-rep2,-1,18.05,90.36,1.88,
69,64,AY224,20A-rep3,-1,17.98,90.6,1.87,
43,10,AY224,21A-rep1,-1,17.28,90.51,1.85,MultipleMeltPeaks
52,28,AY224,21A-rep2,-1,18.29,90.16,1.86,
61,46,AY224,21A-rep3,-1,17.84,90.28,1.85,
70,64,AY224,22A-rep1,-1,17.46,90.59,1.9,
8,10,AY224,22A-rep2,-1,18.04,90.68,1.84,
17,28,AY224,22A-rep3,-1,17.78,90.58,1.84,
26,46,AY224,23A-rep1,-1,18.79,90.3,1.85,
35,64,AY224,23A-rep2,-1,19.25,90.36,1.88,
44,10,AY224,23A-rep3,-1,17.54,90.7,1.84,
53,28,AY224,24A-rep1,-1,18.05,90.41,1.83,
62,46,AY224,24A-rep2,-1,18.4,90.45,1.86,
71,64,AY224,24A-rep3,-1,,,,"BadR2, LowEfficiency, CurveFitFailed"
0,46,AY226,1A-rep1,-1,22.87,91.36,1.9,
9,64,AY226,1A-rep2,-1,22.31,89.62,1.85,MultipleMeltPeaks
18,10,AY226,1A-rep3,-1,22.33,91.39,1.86,MultipleMeltPeaks
27,28,AY226,2A-rep1,-1,23.33,91.97,1.81,
1,46,AY226,2A-rep2,-1,23.06,91.93,1.86,
10,64,AY226,2A-rep3,-1,22.64,92.01,1.86,
19,10,AY226,3A-rep1,-1,22.92,92.15,1.84,
28,28,AY226,3A-rep2,-1,22.57,91.56,1.84,
2,46,AY226,3A-rep3,-1,23.01,91.83,1.84,MultipleMeltPeaks
11,64,AY226,4A-rep1,-1,22.26,91.25,1.88,
20,10,AY226,4A-rep2,-1,22.55,92.16,1.87,
29,28,AY226,4A-rep3,-1,22.5,91.4,1.86,MultipleMeltPeaks
3,46,AY226,5A-rep1,-1,23.23,91.06,1.86,
12,64,AY226,5A-rep2,-1,22.86,91.78,1.85,
21,10,AY226,5A-rep3,-1,22.7,91.95,1.86,
30,28,AY226,6A-rep1,-1,21.59,91.52,1.85,
36,46,AY226,6A-rep2,-1,21.9,91.78,1.85,
45,64,AY226,6A-rep3,-1,21.74,91.72,1.86,
54,10,AY226,7A-rep1,-1,22.22,91.77,1.84,
63,28,AY226,7A-rep2,-1,21.93,91.46,1.85,
37,46,AY226,7A-rep3,-1,22.7,91.15,1.85,
46,64,AY226,8A-rep1,-1,22.06,91.38,1.86,
55,10,AY226,8A-rep2,-1,21.71,92.13,1.82,
64,28,AY226,8A-rep3,-1,21.79,91.68,1.83,MultipleMeltPeaks
38,46,AY226,9A-rep1,-1,22.26,91.3,1.84,MultipleMeltPeaks
47,64,AY226,9A-rep2,-1,22.46,90.95,1.82,
56,10,AY226,9A-rep3,-1,21.63,91.96,1.83,
65,28,AY226,10A-rep1,-1,21.66,91.42,1.82,MultipleMeltPeaks
39,46,AY226,10A-rep2,-1,22.2,91.72,1.83,
48,64,AY226,10A-rep3,-1,22.32,91.91,1.84,
57,10,AY226,11A-rep1,-1,22.32,91.9,1.85,
66,28,AY226,11A-rep2,-1,22.77,91.74,1.84,
4,46,AY226,11A-rep3,-1,22.86,91.87,1.82,
13,64,AY226,12A-rep1,-1,22.52,89.98,1.85,MultipleMeltPeaks
22,10,AY226,12A-rep2,-1,23.02,91.91,1.84,
31,28,AY226,12A-rep3,-1,23.38,91.49,1.83,
5,46,AY226,13A-rep1,-1,23.35,91.82,1.85,
14,64,AY226,13A-rep2,-1,23.38,91.53,1.85,
23,10,AY226,13A-rep3,-1,23.01,91.96,1.85,
32,28,AY226,14A-rep1,-1,23.37,91.8,1.82,
6,46,AY226,14A-rep2,-1,23.99,91.62,1.81,
15,64,AY226,14A-rep3,-1,23.67,91.5,1.85,
24,10,AY226,15A-rep1,-1,22.68,91.95,1.82,MultipleMeltPeaks
33,28,AY226,15A-rep2,-1,23.19,90.51,1.82,
7,46,AY226,15A-rep3,-1,22.34,91.68,1.82,
16,64,AY226,16A-rep1,-1,23.91,90.65,1.83,
25,10,AY226,16A-rep2,-1,23.94,90.65,1.85,
34,28,AY226,16A-rep3,-1,24.87,91.33,1.8,
40,46,AY226,17A-rep1,-1,22.02,91.77,1.86,
49,64,AY226,17A-rep2,-1,22.15,91.92,1.84,
58,10,AY226,17A-rep3,-1,21.88,92.02,1.84,
67,28,AY226,18A-rep1,-1,22.05,91.58,1.86,
41,46,AY226,18A-rep2,-1,22.58,91.4,1.85,
50,64,AY226,18A-rep3,-1,23.16,91.49,1.84,
59,10,AY226,19A-rep1,-1,21.83,91.98,1.83,MultipleMeltPeaks
68,28,AY226,19A-rep2,-1,21.76,91.71,1.83,
42,46,AY226,19A-rep3,-1,22.39,89.37,1.84,MultipleMeltPeaks
51,64,AY226,20A-rep1,-1,22.7,89.81,1.85,
60,10,AY226,20A-rep2,-1,21.72,89.84,1.85,
69,28,AY226,20A-rep3,-1,21.9,89.77,1.87,
43,46,AY226,21A-rep1,-1,22.56,91.12,1.85,
52,64,AY226,21A-rep2,-1,22.87,91.44,1.84,
61,10,AY226,21A-rep3,-1,21.42,91.7,1.83,
70,28,AY226,22A-rep1,-1,21.16,91.25,1.89,
8,46,AY226,22A-rep2,-1,22.18,91.57,1.86,
17,64,AY226,22A-rep3,-1,22.4,91.35,1.86,
26,10,AY226,23A-rep1,-1,23.69,90.72,1.82,
35,28,AY226,23A-rep2,-1,23.67,91.17,1.81,
44,46,AY226,23A-rep3,-1,22.57,91.28,1.83,
53,64,AY226,24A-rep1,-1,22.3,91.05,1.83,
62,10,AY226,24A-rep2,-1,22.47,91.25,1.83,
71,28,AY226,24A-rep3,-1,21.98,91.39,1.82,
0,11,AY228,1A-rep1,-1,25.72,92.24,1.53,LowEfficiency
9,29,AY228,1A-rep2,-1,25.23,91.82,1.85,
18,47,AY228,1A-rep3,-1,25.35,91.66,1.85,
27,65,AY228,2A-rep1,-1,24.98,91.57,1.83,
1,11,AY228,2A-rep2,-1,24.84,91.9,1.86,
10,29,AY228,2A-rep3,-1,25.12,91.78,1.85,
19,47,AY228,3A-rep1,-1,25.15,91.54,1.85,
28,65,AY228,3A-rep2,-1,24.32,91.56,1.86,
2,11,AY228,3A-rep3,-1,24.46,92.2,1.89,
11,29,AY228,4A-rep1,-1,24.61,91.88,1.84,
20,47,AY228,4A-rep2,-1,25.42,91.6,1.89,
29,65,AY228,4A-rep3,-1,24.45,91.79,1.83,
3,11,AY228,5A-rep1,-1,25.22,92.03,1.87,
12,29,AY228,5A-rep2,-1,24.87,91.64,1.83,
21,47,AY228,5A-rep3,-1,25.19,91.8,1.86,
30,65,AY228,6A-rep1,-1,23.68,91.68,1.85,
36,11,AY228,6A-rep2,-1,23.96,91.93,1.85,
45,29,AY228,6A-rep3,-1,24.35,91.51,1.85,
54,47,AY228,7A-rep1,-1,24.94,91.5,1.81,MultipleMeltPeaks
63,65,AY228,7A-rep2,-1,24.8,91.76,1.86,
37,11,AY228,7A-rep3,-1,24.5,91.75,1.85,
46,29,AY228,8A-rep1,-1,24.57,91.66,1.84,
55,47,AY228,8A-rep2,-1,24.31,91.5,1.84,
64,65,AY228,8A-rep3,-1,24.74,91.92,1.84,
38,11,AY228,9A-rep1,-1,24.79,92.09,1.84,
47,29,AY228,9A-rep2,-1,24.54,91.86,1.8,
56,47,AY228,9A-rep3,-1,24.34,91.59,1.81,
65,65,AY228,10A-rep1,-1,24.11,91.9,1.86,
39,11,AY228,10A-rep2,-1,23.99,91.77,1.84,
48,29,AY228,10A-rep3,-1,24.01,91.48,1.83,
57,47,AY228,11A-rep1,-1,24.76,91.35,1.84,
66,65,AY228,11A-rep2,-1,24.84,91.81,1.86,
4,11,AY228,11A-rep3,-1,26.36,91.96,1.86,
13,29,AY228,12A-rep1,-1,24.65,91.93,1.84,
22,47,AY228,12A-rep2,-1,25.12,91.78,1.84,
31,65,AY228,12A-rep3,-1,24.57,91.78,1.83,
5,11,AY228,13A-rep1,-1,25.09,92.02,1.86,
14,29,AY228,13A-rep2,-1,25.23,91.58,1.86,
23,47,AY228,13A-rep3,-1,25.81,91.53,1.83,
32,65,AY228,14A-rep1,-1,24.82,91.79,1.81,
6,11,AY228,14A-rep2,-1,25.5,91.88,1.9,
15,29,AY228,14A-rep3,-1,25.51,91.62,1.83,
24,47,AY228,15A-rep1,-1,24.97,91.86,1.85,
33,65,AY228,15A-rep2,-1,24.87,91.83,1.81,
7,11,AY228,15A-rep3,-1,24.53,92.29,1.84,
16,29,AY228,16A-rep1,-1,26.06,91.8,1.85,
25,47,AY228,16A-rep2,-1,25,91.52,1.85,
34,65,AY228,16A-rep3,-1,26.6,91.61,1.85,
40,11,AY228,17A-rep1,-1,24.3,91.77,1.86,
49,29,AY228,17A-rep2,-1,24.08,91.33,1.85,
58,47,AY228,17A-rep3,-1,25.11,91.83,1.86,
67,65,AY228,18A-rep1,-1,24.92,91.85,1.87,
41,11,AY228,18A-rep2,-1,25.01,91.84,1.87,
50,29,AY228,18A-rep3,-1,25.28,91.18,1.84,
59,47,AY228,19A-rep1,-1,25.13,91.98,1.85,
68,65,AY228,19A-rep2,-1,25.02,91.86,1.85,
42,11,AY228,19A-rep3,-1,24.6,91.48,1.82,
51,29,AY228,20A-rep1,-1,26.09,92.32,1.85,
60,47,AY228,20A-rep2,-1,25.15,91.8,1.87,
69,65,AY228,20A-rep3,-1,24.91,91.94,1.82,
43,11,AY228,21A-rep1,-1,24.69,91.83,1.82,
52,29,AY228,21A-rep2,-1,24.46,91.5,1.84,
61,47,AY228,21A-rep3,-1,24.45,91.57,1.85,
70,65,AY228,22A-rep1,-1,24.12,91.98,1.88,
8,11,AY228,22A-rep2,-1,24.56,92,1.85,
17,29,AY228,22A-rep3,-1,24.16,91.89,1.88,
26,47,AY228,23A-rep1,-1,24.35,91.61,1.83,
35,65,AY228,23A-rep2,-1,24.77,91.65,1.82,
44,11,AY228,23A-rep3,-1,24.65,91.76,1.85,
53,29,AY228,24A-rep1,-1,24.16,91.53,1.82,
62,47,AY228,24A-rep2,-1,24.11,92.03,1.84,
71,65,AY228,24A-rep3,-1,24.22,92.04,2.19,
0,47,AY236,1A-rep1,-1,21.66,81.12,1.86,
9,65,AY236,1A-rep2,-1,21.97,81.19,1.88,
18,11,AY236,1A-rep3,-1,22.03,81.22,1.89,
27,29,AY236,2A-rep1,-1,21.75,84.05,1.88,
1,47,AY236,2A-rep2,-1,21.64,89.46,1.86,MultipleMeltPeaks
10,65,AY236,2A-rep3,-1,21.68,89.7,1.86,MultipleMeltPeaks
19,11,AY236,3A-rep1,-1,23.06,81.15,1.88,
28,29,AY236,3A-rep2,-1,23.4,81.01,1.88,
2,47,AY236,3A-rep3,-1,23.04,81.1,1.9,
11,65,AY236,4A-rep1,-1,22.19,86.92,1.88,
20,11,AY236,4A-rep2,-1,22.23,84.43,1.86,
29,29,AY236,4A-rep3,-1,21.93,86.77,1.91,
3,47,AY236,5A-rep1,-1,23.59,81.14,1.87,
12,65,AY236,5A-rep2,-1,24.32,89.34,1.82,MultipleMeltPeaks
21,11,AY236,5A-rep3,-1,23.53,81.03,1.9,
30,29,AY236,6A-rep1,-1,22.18,80.98,1.86,
36,47,AY236,6A-rep2,-1,21.96,81,1.89,
45,65,AY236,6A-rep3,-1,22.06,80.88,1.91,MultipleMeltPeaks
54,11,AY236,7A-rep1,-1,23.68,81.21,1.9,
63,29,AY236,7A-rep2,-1,23.15,81.14,1.89,
37,47,AY236,7A-rep3,-1,23.44,80.99,1.87,
46,65,AY236,8A-rep1,-1,22.28,81.03,1.89,
55,11,AY236,8A-rep2,-1,22.51,81.18,1.87,
64,29,AY236,8A-rep3,-1,22.41,80.89,1.88,MultipleMeltPeaks
38,47,AY236,9A-rep1,-1,22.14,89.62,1.87,
47,65,AY236,9A-rep2,-1,22.35,86.45,1.88,
56,11,AY236,9A-rep3,-1,22.24,81.19,1.86,
65,29,AY236,10A-rep1,-1,21.74,81.12,1.89,
39,47,AY236,10A-rep2,-1,22.11,81,1.87,
48,65,AY236,10A-rep3,-1,21.46,84.27,1.85,
57,11,AY236,11A-rep1,-1,23.03,81.26,1.9,
66,29,AY236,11A-rep2,-1,22.92,81.14,1.87,
4,47,AY236,11A-rep3,-1,22.91,81.17,1.87,
13,65,AY236,12A-rep1,-1,21.85,81.08,1.87,
22,11,AY236,12A-rep2,-1,21.84,87.96,1.87,
31,29,AY236,12A-rep3,-1,21.47,80.63,1.88,MultipleMeltPeaks
5,47,AY236,13A-rep1,-1,22.62,81.07,1.87,
14,65,AY236,13A-rep2,-1,22.62,81.02,1.85,
23,11,AY236,13A-rep3,-1,22.17,81.21,1.83,
32,29,AY236,14A-rep1,-1,21.93,86.44,1.86,
6,47,AY236,14A-rep2,-1,22.15,80.98,1.84,
15,65,AY236,14A-rep3,-1,21.87,81.14,1.84,
24,11,AY236,15A-rep1,-1,21.67,84.28,1.83,
33,29,AY236,15A-rep2,-1,21.76,84.02,1.83,
7,47,AY236,15A-rep3,-1,22.18,81.13,1.86,
16,65,AY236,16A-rep1,-1,22.83,81.13,1.84,
25,11,AY236,16A-rep2,-1,22.75,81.17,1.85,
34,29,AY236,16A-rep3,-1,22.46,80.47,1.83,MultipleMeltPeaks
40,47,AY236,17A-rep1,-1,22.47,80.98,1.87,
49,65,AY236,17A-rep2,-1,21.88,81.05,1.88,
58,11,AY236,17A-rep3,-1,22.07,81.17,1.85,
67,29,AY236,18A-rep1,-1,22.14,81.08,1.87,
41,47,AY236,18A-rep2,-1,21.78,81.03,1.88,
50,65,AY236,18A-rep3,-1,21.96,81.13,1.87,
59,11,AY236,19A-rep1,-1,22.43,81.2,1.85,
68,29,AY236,19A-rep2,-1,22.59,81.13,1.87,
42,47,AY236,19A-rep3,-1,22.25,80.96,1.84,
51,65,AY236,20A-rep1,-1,19.65,81.11,1.9,
60,11,AY236,20A-rep2,-1,19.91,81.27,1.89,
69,29,AY236,20A-rep3,-1,19.83,81.18,1.92,
43,47,AY236,21A-rep1,-1,22.87,81.01,1.88,
52,65,AY236,21A-rep2,-1,22.51,81.08,1.86,
61,11,AY236,21A-rep3,-1,22.46,81.28,1.87,
70,29,AY236,22A-rep1,-1,19.62,81.17,1.94,
8,47,AY236,22A-rep2,-1,19.72,87.01,1.85,MultipleMeltPeaks
17,65,AY236,22A-rep3,-1,19.6,84.12,1.85,
26,11,AY236,23A-rep1,-1,21.57,81.19,1.83,
35,29,AY236,23A-rep2,-1,21.22,86.74,1.84,
44,47,AY236,23A-rep3,-1,21.81,80.98,1.86,
53,65,AY236,24A-rep1,-1,21.57,86.76,1.86,
62,11,AY236,24A-rep2,-1,21.93,85.61,1.84,
71,29,AY236,24A-rep3,-1,21.43,84.25,1.77,LowEfficiency
0,12,AY241,1A-rep1,-1,20.02,88.51,1.91,
9,30,AY241,1A-rep2,-1,20.17,88.24,1.89,
18,48,AY241,1A-rep3,-1,20.08,88.05,1.91,
27,66,AY241,2A-rep1,-1,20.43,88.1,1.92,
1,12,AY241,2A-rep2,-1,20.3,88.42,1.93,
10,30,AY241,2A-rep3,-1,20.18,88.22,1.91,
19,48,AY241,3A-rep1,-1,20.66,88.04,1.92,
28,66,AY241,3A-rep2,-1,20.54,88.1,1.9,
2,12,AY241,3A-rep3,-1,20.44,88.43,1.91,
11,30,AY241,4A-rep1,-1,20.21,88.28,1.89,
20,48,AY241,4A-rep2,-1,20.74,88.02,1.9,
29,66,AY241,4A-rep3,-1,20.36,88.11,1.91,
3,12,AY241,5A-rep1,-1,20.64,88.4,1.92,
12,30,AY241,5A-rep2,-1,20.52,88.23,1.9,
21,48,AY241,5A-rep3,-1,20.8,88.04,1.91,
30,66,AY241,6A-rep1,-1,20.6,88.1,1.91,
36,12,AY241,6A-rep2,-1,20.62,88.26,1.91,
45,30,AY241,6A-rep3,-1,20.59,87.99,1.91,
54,48,AY241,7A-rep1,-1,21.53,87.98,1.88,
63,66,AY241,7A-rep2,-1,21.68,88.09,1.9,
37,12,AY241,7A-rep3,-1,21.37,88.27,1.9,
46,30,AY241,8A-rep1,-1,21.62,88.03,1.87,
55,48,AY241,8A-rep2,-1,21.24,88,1.89,
64,66,AY241,8A-rep3,-1,21.35,88.12,1.88,
38,12,AY241,9A-rep1,-1,21.68,88.14,1.88,
47,30,AY241,9A-rep2,-1,21.44,87.97,1.82,
56,48,AY241,9A-rep3,-1,22.07,88.11,1.89,
65,66,AY241,10A-rep1,-1,21.75,88.08,1.9,
39,12,AY241,10A-rep2,-1,21.48,88.14,1.9,
48,30,AY241,10A-rep3,-1,21.73,88.05,1.89,
57,48,AY241,11A-rep1,-1,22.69,88.01,1.89,
66,66,AY241,11A-rep2,-1,21.88,88.14,1.91,
4,12,AY241,11A-rep3,-1,22.47,88.54,1.87,
13,30,AY241,12A-rep1,-1,21.65,88.09,1.88,
22,48,AY241,12A-rep2,-1,22.22,88.02,1.89,
31,66,AY241,12A-rep3,-1,22.01,88.08,1.89,
5,12,AY241,13A-rep1,-1,21.36,88.5,1.9,
14,30,AY241,13A-rep2,-1,21.11,88.12,1.88,
23,48,AY241,13A-rep3,-1,21.08,88.01,1.9,
32,66,AY241,14A-rep1,-1,21.5,88.07,1.89,
6,12,AY241,14A-rep2,-1,21.55,88.33,1.87,MultipleMeltPeaks
15,30,AY241,14A-rep3,-1,22.03,88.04,1.86,MultipleMeltPeaks
24,48,AY241,15A-rep1,-1,21.27,88,1.88,
33,66,AY241,15A-rep2,-1,21.54,88.09,1.87,
7,12,AY241,15A-rep3,-1,21.04,88.39,1.88,
16,30,AY241,16A-rep1,-1,21.1,88.11,1.87,
25,48,AY241,16A-rep2,-1,21.31,88.03,1.89,
34,66,AY241,16A-rep3,-1,21.19,88.09,1.88,
40,12,AY241,17A-rep1,-1,21.61,88.14,1.93,
49,30,AY241,17A-rep2,-1,21.7,87.95,1.9,MultipleMeltPeaks
58,48,AY241,17A-rep3,-1,21.58,88.01,1.89,
67,66,AY241,18A-rep1,-1,21.23,88.13,1.91,
41,12,AY241,18A-rep2,-1,21.24,88.16,1.89,
50,30,AY241,18A-rep3,-1,21.4,87.95,1.91,
59,48,AY241,19A-rep1,-1,21.69,87.95,1.9,
68,66,AY241,19A-rep2,-1,21.73,88.08,1.92,
42,12,AY241,19A-rep3,-1,21.54,88.14,1.91,
51,30,AY241,20A-rep1,-1,21.3,88.02,1.82,
60,48,AY241,20A-rep2,-1,21.45,88.02,1.9,
69,66,AY241,20A-rep3,-1,21.24,88.15,1.9,
43,12,AY241,21A-rep1,-1,21.1,88.17,1.91,
52,30,AY241,21A-rep2,-1,21.56,88.15,1.93,
61,48,AY241,21A-rep3,-1,21.48,87.98,1.9,MultipleMeltPeaks
70,66,AY241,22A-rep1,-1,20.06,88.3,1.97,
8,12,AY241,22A-rep2,-1,20.67,88.36,1.89,
17,30,AY241,22A-rep3,-1,20.59,88.07,1.89,
26,48,AY241,23A-rep1,-1,21.26,87.98,1.89,
35,66,AY241,23A-rep2,-1,21.04,88.17,1.88,
44,12,AY241,23A-rep3,-1,21.03,88.1,1.9,MultipleMeltPeaks
53,30,AY241,24A-rep1,-1,20.04,88.04,1.94,
62,48,AY241,24A-rep2,-1,20.31,88.05,1.9,
71,66,AY241,24A-rep3,-1,,,,CurveFitFailed
0,48,AY244,1A-rep1,-1,21.66,78.82,1.94,MultipleMeltPeaks
9,66,AY244,1A-rep2,-1,21.52,78.66,1.95,MultipleMeltPeaks
18,12,AY244,1A-rep3,-1,21.33,78.75,1.94,MultipleMeltPeaks
27,30,AY244,2A-rep1,-1,21.58,78.37,1.95,MultipleMeltPeaks
1,48,AY244,2A-rep2,-1,21.66,78.7,1.94,MultipleMeltPeaks
10,66,AY244,2A-rep3,-1,21.49,89.64,1.94,
19,12,AY244,3A-rep1,-1,21.45,78.66,1.96,MultipleMeltPeaks
28,30,AY244,3A-rep2,-1,21.59,78.41,1.94,MultipleMeltPeaks
2,48,AY244,3A-rep3,-1,21.85,78.63,1.98,MultipleMeltPeaks
11,66,AY244,4A-rep1,-1,21.98,78.54,2.04,MultipleMeltPeaks
20,12,AY244,4A-rep2,-1,21.61,89.8,1.93,MultipleMeltPeaks
29,30,AY244,4A-rep3,-1,22.05,91.01,1.93,MultipleMeltPeaks
3,48,AY244,5A-rep1,-1,21.38,78.78,1.94,MultipleMeltPeaks
12,66,AY244,5A-rep2,-1,21.34,89.78,1.95,MultipleMeltPeaks
21,12,AY244,5A-rep3,-1,21.41,78.77,1.95,MultipleMeltPeaks
30,30,AY244,6A-rep1,-1,20.91,78.68,1.93,MultipleMeltPeaks
36,48,AY244,6A-rep2,-1,21.13,78.45,1.96,MultipleMeltPeaks
45,66,AY244,6A-rep3,-1,21.3,90.61,1.95,MultipleMeltPeaks
54,12,AY244,7A-rep1,-1,21.36,90.42,1.96,MultipleMeltPeaks
63,30,AY244,7A-rep2,-1,21.52,89.65,1.95,MultipleMeltPeaks
37,48,AY244,7A-rep3,-1,21.87,89.56,1.94,MultipleMeltPeaks
46,66,AY244,8A-rep1,-1,21.49,90.07,1.94,MultipleMeltPeaks
55,12,AY244,8A-rep2,-1,21.02,91.57,1.93,MultipleMeltPeaks
64,30,AY244,8A-rep3,-1,21.17,91.31,1.94,
38,48,AY244,9A-rep1,-1,21.51,89.97,1.93,MultipleMeltPeaks
47,66,AY244,9A-rep2,-1,21.24,89.63,1.93,
56,12,AY244,9A-rep3,-1,20.93,90.22,1.92,
65,30,AY244,10A-rep1,-1,20.9,90.65,1.92,
39,48,AY244,10A-rep2,-1,21.23,89.6,1.95,MultipleMeltPeaks
48,66,AY244,10A-rep3,-1,21.09,91.67,1.93,MultipleMeltPeaks
57,12,AY244,11A-rep1,-1,21.45,90.18,1.96,
66,30,AY244,11A-rep2,-1,21.29,89.84,1.96,MultipleMeltPeaks
4,48,AY244,11A-rep3,-1,21.5,90.12,1.94,
13,66,AY244,12A-rep1,-1,21.47,90.89,1.94,
22,12,AY244,12A-rep2,-1,21.31,90.41,1.96,
31,30,AY244,12A-rep3,-1,21.81,89.75,1.93,
5,48,AY244,13A-rep1,-1,21.85,90.54,1.93,
14,66,AY244,13A-rep2,-1,21.42,89.93,1.93,
23,12,AY244,13A-rep3,-1,21.39,91.91,1.93,
32,30,AY244,14A-rep1,-1,21.75,90.37,1.94,MultipleMeltPeaks
6,48,AY244,14A-rep2,-1,21.55,89.79,1.94,MultipleMeltPeaks
15,66,AY244,14A-rep3,-1,21.64,89.82,1.94,MultipleMeltPeaks
24,12,AY244,15A-rep1,-1,20.86,90.72,1.92,
33,30,AY244,15A-rep2,-1,21.1,89.95,1.92,MultipleMeltPeaks
7,48,AY244,15A-rep3,-1,20.77,91.65,1.92,
16,66,AY244,16A-rep1,-1,22.18,89,1.93,MultipleMeltPeaks
25,12,AY244,16A-rep2,-1,21.44,78.74,1.95,MultipleMeltPeaks
34,30,AY244,16A-rep3,-1,22.07,89.9,1.93,MultipleMeltPeaks
40,48,AY244,17A-rep1,-1,20.22,91.72,1.92,
49,66,AY244,17A-rep2,-1,20.58,91.74,1.93,
58,12,AY244,17A-rep3,-1,20.23,91.87,1.95,
67,30,AY244,18A-rep1,-1,20.53,91.74,1.92,
41,48,AY244,18A-rep2,-1,21.2,89.65,1.94,
50,66,AY244,18A-rep3,-1,21.39,89.83,1.94,
59,12,AY244,19A-rep1,-1,20.62,89.92,1.96,MultipleMeltPeaks
68,30,AY244,19A-rep2,-1,20.54,89.95,1.96,MultipleMeltPeaks
42,48,AY244,19A-rep3,-1,20.9,78.43,1.95,MultipleMeltPeaks
51,66,AY244,20A-rep1,-1,21.45,91.41,1.96,MultipleMeltPeaks
60,12,AY244,20A-rep2,-1,20.85,90.01,1.93,
69,30,AY244,20A-rep3,-1,20.93,89.57,1.94,
43,48,AY244,21A-rep1,-1,20.8,78.44,1.93,MultipleMeltPeaks
52,66,AY244,21A-rep2,-1,20.79,78.64,1.94,MultipleMeltPeaks
61,12,AY244,21A-rep3,-1,20.47,91.93,1.95,MultipleMeltPeaks
70,30,AY244,22A-rep1,-1,20.4,90.13,2.08,MultipleMeltPeaks
8,48,AY244,22A-rep2,-1,20.99,89.31,1.94,MultipleMeltPeaks
17,66,AY244,22A-rep3,-1,20.93,91.76,1.92,
26,12,AY244,23A-rep1,-1,21.28,78.78,1.92,MultipleMeltPeaks
35,30,AY244,23A-rep2,-1,21.47,78.48,1.93,MultipleMeltPeaks
44,48,AY244,23A-rep3,-1,21.61,90.01,1.94,MultipleMeltPeaks
53,66,AY244,24A-rep1,-1,20.79,78.43,1.94,MultipleMeltPeaks
62,12,AY244,24A-rep2,-1,20.96,89.5,1.96,MultipleMeltPeaks
71,30,AY244,24A-rep3,-1,20.72,91.66,1.99,MultipleMeltPeaks
0,63,AY245,1A-rep1,-1,20.86,90.92,1.83,
9,9,AY245,1A-rep2,-1,21.41,84,1.82,
18,27,AY245,1A-rep3,-1,21.03,83.74,1.75,LowEfficiency
27,45,AY245,2A-rep1,-1,20.69,83.7,1.75,LowEfficiency
1,63,AY245,2A-rep2,-1,20.65,83.66,1.86,MultipleMeltPeaks
10,9,AY245,2A-rep3,-1,20.79,84,1.89,
19,27,AY245,3A-rep1,-1,21.77,83.66,1.82,
28,45,AY245,3A-rep2,-1,21.43,83.59,1.88,
2,63,AY245,3A-rep3,-1,21.44,88.45,1.83,MultipleMeltPeaks
11,9,AY245,4A-rep1,-1,21.17,83.7,1.85,MultipleMeltPeaks
20,27,AY245,4A-rep2,-1,21.2,83.8,1.79,LowEfficiency
29,45,AY245,4A-rep3,-1,21.08,83.66,1.73,LowEfficiency
3,63,AY245,5A-rep1,-1,21.56,83.75,1.79,"LowEfficiency, MultipleMeltPeaks"
12,9,AY245,5A-rep2,-1,21.72,84.03,1.77,LowEfficiency
21,27,AY245,5A-rep3,-1,21.81,83.74,1.76,LowEfficiency
30,45,AY245,6A-rep1,-1,21.11,83.46,1.77,"LowEfficiency, MultipleMeltPeaks"
36,63,AY245,6A-rep2,-1,21.04,83.57,1.82,MultipleMeltPeaks
45,9,AY245,6A-rep3,-1,21.01,83.68,1.91,
54,27,AY245,7A-rep1,-1,21.35,83.63,1.83,
63,45,AY245,7A-rep2,-1,21.49,83.8,1.83,
37,63,AY245,7A-rep3,-1,21.82,83.66,1.82,
46,9,AY245,8A-rep1,-1,21.11,83.91,1.81,
55,27,AY245,8A-rep2,-1,21.38,83.59,1.81,
64,45,AY245,8A-rep3,-1,21.31,83.63,1.83,
38,63,AY245,9A-rep1,-1,21.12,83.59,1.82,MultipleMeltPeaks
47,9,AY245,9A-rep2,-1,21.11,83.84,1.84,
56,27,AY245,9A-rep3,-1,20.99,83.63,1.81,
65,45,AY245,10A-rep1,-1,20.85,83.62,1.83,
