Row,Column,Assay,Sample,Conc,Ct,Tm,Efficiency,Flags
56,41,AY381,9A-rep3,-1,18.7,90.63,1.83,
65,59,AY381,10A-rep1,-1,18.57,90.74,1.86,
39,5,AY381,10A-rep2,-1,18.06,91.51,1.86,
48,23,AY381,10A-rep3,-1,18.45,90.6,1.9,
57,41,AY381,11A-rep1,-1,19.46,90.62,1.86,
66,59,AY381,11A-rep2,-1,19.34,90.69,1.78,"LowEfficiency, MultipleMeltPeaks"
4,5,AY381,11A-rep3,-1,19.19,90.73,1.9,MultipleMeltPeaks
13,23,AY381,12A-rep1,-1,19.36,91.22,1.85,
22,41,AY381,12A-rep2,-1,20.19,91,1.85,
31,59,AY381,12A-rep3,-1,19.83,90.32,1.75,LowEfficiency
5,5,AY381,13A-rep1,-1,19.52,91.36,1.92,
14,23,AY381,13A-rep2,-1,19.67,91.09,1.83,
23,41,AY381,13A-rep3,-1,20.12,90.62,1.85,
32,59,AY381,14A-rep1,-1,19.92,90.63,1.82,
6,5,AY381,14A-rep2,-1,19.65,91.12,1.88,
15,23,AY381,14A-rep3,-1,20.34,90.66,1.86,
24,41,AY381,15A-rep1,-1,19.55,90.87,1.84,
33,59,AY381,15A-rep2,-1,19.58,91,1.86,
7,5,AY381,15A-rep3,-1,18.91,91.47,1.92,
16,23,AY381,16A-rep1,-1,20.47,90.88,1.87,
25,41,AY381,16A-rep2,-1,20.11,91.06,1.86,
34,59,AY381,16A-rep3,-1,20.39,90.46,1.88,
40,5,AY381,17A-rep1,-1,18.33,91.79,1.85,
49,23,AY381,17A-rep2,-1,18.73,90.85,1.83,MultipleMeltPeaks
58,41,AY381,17A-rep3,-1,18.69,91.44,1.86,
67,59,AY381,18A-rep1,-1,19.33,91.1,1.87,
41,5,AY381,18A-rep2,-1,18.72,90.84,1.86,
50,23,AY381,18A-rep3,-1,19.68,91.02,1.82,
59,41,AY381,19A-rep1,-1,19.03,91.04,1.84,
68,59,AY381,19A-rep2,-1,18.78,90.64,1.91,
42,5,AY381,19A-rep3,-1,18.35,90.97,1.86,
51,23,AY381,20A-rep1,-1,19.73,90.93,1.86,
60,41,AY381,20A-rep2,-1,19.01,90.42,1.86,
69,59,AY381,20A-rep3,-1,19.37,90.99,1.92,
43,5,AY381,21A-rep1,-1,18.44,90.75,1.87,
52,23,AY381,21A-rep2,-1,19.34,90.58,1.84,
61,41,AY381,21A-rep3,-1,18.82,90.42,1.84,
70,59,AY381,22A-rep1,-1,18.85,90.7,1.9,
8,5,AY381,22A-rep2,-1,19.36,90.97,1.88,
17,23,AY381,22A-rep3,-1,18.9,90.53,1.83,
26,41,AY381,23A-rep1,-1,19.57,90.65,1.83,
35,59,AY381,23A-rep2,-1,19.48,90.76,1.84,
44,5,AY381,23A-rep3,-1,18.57,90.93,1.86,
53,23,AY381,24A-rep1,-1,19.39,90.71,1.82,
62,41,AY381,24A-rep2,-1,19.6,90.74,1.96,
71,59,AY381,24A-rep3,-1,18.88,91.17,1.87,
0,41,AY386,1A-rep1,-1,,,,"LowEfficiency, CtIsSmall, CurveFitFailed"
9,59,AY386,1A-rep2,-1,,,,NoAmplification
18,5,AY386,1A-rep3,-1,,,,"CtIsLarge, CurveFitFailed"
27,23,AY386,2A-rep1,-1,,,,NoAmplification
1,41,AY386,2A-rep2,-1,,,,"BadR2, LowEfficiency, CtIsSmall, CurveFitFailed, HighBaseline"
10,59,AY386,2A-rep3,-1,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
19,5,AY386,3A-rep1,-1,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
28,23,AY386,3A-rep2,-1,,,,NoAmplification
2,41,AY386,3A-rep3,-1,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
11,59,AY386,4A-rep1,-1,,,,CurveFitFailed
20,5,AY386,4A-rep2,-1,32.67,83.4,1.74,"LowEfficiency, CtIsLarge"
29,23,AY386,4A-rep3,-1,33.71,73.34,1.77,"LowEfficiency, CtIsLarge"
3,41,AY386,5A-rep1,-1,,,,CurveFitFailed
12,59,AY386,5A-rep2,-1,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
21,5,AY386,5A-rep3,-1,,,,CurveFitFailed
30,23,AY386,6A-rep1,-1,,,,NoAmplification
36,41,AY386,6A-rep2,-1,,,,NoAmplification
45,59,AY386,6A-rep3,-1,33.24,86.47,1.69,"LowEfficiency, CtIsLarge, MultipleMeltPeaks"
54,5,AY386,7A-rep1,-1,,,,CurveFitFailed
63,23,AY386,7A-rep2,-1,33.34,91.93,1.68,"LowEfficiency, CtIsLarge"
37,41,AY386,7A-rep3,-1,,,,NoAmplification
46,59,AY386,8A-rep1,-1,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
55,5,AY386,8A-rep2,-1,,,,CurveFitFailed
64,23,AY386,8A-rep3,-1,34.85,88.71,1.62,"LowEfficiency, CtIsLarge"
38,41,AY386,9A-rep1,-1,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
47,59,AY386,9A-rep2,-1,,,,"LowEfficiency, SaturationBaselineRatioIsLow, CurveFitFailed"
56,5,AY386,9A-rep3,-1,,,,NoAmplification
65,23,AY386,10A-rep1,-1,,,,CurveFitFailed
39,41,AY386,10A-rep2,-1,,,,CurveFitFailed
48,59,AY386,10A-rep3,-1,,,,"CtIsLarge, CurveFitFailed"
57,5,AY386,11A-rep1,-1,,,,CurveFitFailed
66,23,AY386,11A-rep2,-1,,,,CurveFitFailed
4,41,AY386,11A-rep3,-1,,,,"LowEfficiency, SaturationBaselineRatioIsLow, CurveFitFailed"
13,59,AY386,12A-rep1,-1,,,,"LowEfficiency, SaturationBaselineRatioIsLow, CurveFitFailed"
22,5,AY386,12A-rep2,-1,,,,NoAmplification
31,23,AY386,12A-rep3,-1,21.38,73.62,1.68,"LowEfficiency, SaturationBaselineRatioIsLow, MultipleMeltPeaks"
5,41,AY386,13A-rep1,-1,,,,CurveFitFailed
14,59,AY386,13A-rep2,-1,,,,NoAmplification
23,5,AY386,13A-rep3,-1,,,,NoAmplification
32,23,AY386,14A-rep1,-1,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
6,41,AY386,14A-rep2,-1,,,,NoAmplification
15,59,AY386,14A-rep3,-1,,,,NoAmplification
24,5,AY386,15A-rep1,-1,,,,NoAmplification
33,23,AY386,15A-rep2,-1,,,,NoAmplification
7,41,AY386,15A-rep3,-1,,,,NoAmplification
16,59,AY386,16A-rep1,-1,,,,NoAmplification
25,5,AY386,16A-rep2,-1,32.04,87.46,1.7,"LowEfficiency, CtIsLarge"
34,23,AY386,16A-rep3,-1,,,,NoAmplification
40,41,AY386,17A-rep1,-1,,,,NoAmplification
49,59,AY386,17A-rep2,-1,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
58,5,AY386,17A-rep3,-1,,,,CurveFitFailed
67,23,AY386,18A-rep1,-1,,,,NoAmplification
41,41,AY386,18A-rep2,-1,20.44,73.34,1.52,"LowEfficiency, SaturationBaselineRatioIsLow, MultipleMeltPeaks"
50,59,AY386,18A-rep3,-1,,,,"LowEfficiency, SaturationBaselineRatioIsLow, CurveFitFailed"
59,5,AY386,19A-rep1,-1,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
68,23,AY386,19A-rep2,-1,,,,"BadR2, LowEfficiency, CtIsSmall, CurveFitFailed, HighBaseline"
42,41,AY386,19A-rep3,-1,20.4,73.3,1.53,"LowEfficiency, SaturationBaselineRatioIsLow, MultipleMeltPeaks"
51,59,AY386,20A-rep1,-1,,,,"CtIsLarge, CurveFitFailed"
60,5,AY386,20A-rep2,-1,,,,CurveFitFailed
69,23,AY386,20A-rep3,-1,,,,"LowEfficiency, CtIsSmall, SaturationBaselineRatioIsLow, CurveFitFailed"
43,41,AY386,21A-rep1,-1,33.47,72.97,1.68,"LowEfficiency, CtIsLarge"
52,59,AY386,21A-rep2,-1,,,,"CtIsLarge, SaturationBaselineRatioIsLow, CurveFitFailed"
61,5,AY386,21A-rep3,-1,,,,CurveFitFailed
70,23,AY386,22A-rep1,-1,,,,CurveFitFailed
8,41,AY386,22A-rep2,-1,,,,NoAmplification
17,59,AY386,22A-rep3,-1,31.83,86.56,1.71,"LowEfficiency, CtIsLarge, MultipleMeltPeaks"
26,5,AY386,23A-rep1,-1,,,,NoAmplification
35,23,AY386,23A-rep2,-1,,,,NoAmplification
44,41,AY386,23A-rep3,-1,,,,"CtIsLarge, CurveFitFailed"
53,59,AY386,24A-rep1,-1,,,,"BadR2, LowEfficiency, SaturationBaselineRatioIsLow, CurveFitFailed"
62,5,AY386,24A-rep2,-1,30.93,87.73,2.01,CtIsLarge
71,23,AY386,24A-rep3,-1,,,,"LowEfficiency, CtIsLarge, CurveFitFailed"
0,6,AY389,1A-rep1,-1,19.6,91.82,1.89,
9,24,AY389,1A-rep2,-1,19.94,89.04,1.86,
18,42,AY389,1A-rep3,-1,20.44,90.8,1.85,MultipleMeltPeaks
27,60,AY389,2A-rep1,-1,20.19,90.85,1.89,MultipleMeltPeaks
1,6,AY389,2A-rep2,-1,19.17,89.3,1.95,MultipleMeltPeaks
10,24,AY389,2A-rep3,-1,19.72,91.68,1.87,MultipleMeltPeaks
19,42,AY389,3A-rep1,-1,20.12,91.52,1.86,MultipleMeltPeaks
28,60,AY389,3A-rep2,-1,20.3,90.86,1.87,
2,6,AY389,3A-rep3,-1,19.82,91.5,1.87,MultipleMeltPeaks
11,24,AY389,4A-rep1,-1,19.81,89.62,1.84,MultipleMeltPeaks
20,42,AY389,4A-rep2,-1,20.43,91.38,1.85,MultipleMeltPeaks
29,60,AY389,4A-rep3,-1,20.3,91.82,1.86,MultipleMeltPeaks
3,6,AY389,5A-rep1,-1,19.66,91.75,1.87,MultipleMeltPeaks
12,24,AY389,5A-rep2,-1,19.95,91.85,1.85,
21,42,AY389,5A-rep3,-1,20.6,91.92,1.86,
30,60,AY389,6A-rep1,-1,19.82,91.45,1.95,MultipleMeltPeaks
36,6,AY389,6A-rep2,-1,19.04,91.5,1.83,
45,24,AY389,6A-rep3,-1,19.31,91.01,1.87,MultipleMeltPeaks
54,42,AY389,7A-rep1,-1,20.45,91.78,1.87,
63,60,AY389,7A-rep2,-1,20.53,91.68,1.88,MultipleMeltPeaks
37,6,AY389,7A-rep3,-1,19.81,89.24,1.84,MultipleMeltPeaks
46,24,AY389,8A-rep1,-1,19.79,91.5,1.87,
55,42,AY389,8A-rep2,-1,20.09,91.54,1.83,
64,60,AY389,8A-rep3,-1,19.99,91.87,1.84,
38,6,AY389,9A-rep1,-1,19.77,91.57,1.84,
47,24,AY389,9A-rep2,-1,20.17,91.42,1.86,
56,42,AY389,9A-rep3,-1,20.37,91.59,1.84,
65,60,AY389,10A-rep1,-1,20.17,91.77,1.87,MultipleMeltPeaks
39,6,AY389,10A-rep2,-1,19.66,91.74,1.88,
48,24,AY389,10A-rep3,-1,20.32,91.49,1.98,
57,42,AY389,11A-rep1,-1,20.5,91.43,1.86,
66,60,AY389,11A-rep2,-1,20.71,91.84,1.86,MultipleMeltPeaks
4,6,AY389,11A-rep3,-1,20.1,91.65,1.94,MultipleMeltPeaks
13,24,AY389,12A-rep1,-1,20.22,91.85,1.85,
22,42,AY389,12A-rep2,-1,20.91,91.4,1.84,
31,60,AY389,12A-rep3,-1,21.25,91.48,1.73,LowEfficiency
5,6,AY389,13A-rep1,-1,20.22,91.68,1.88,MultipleMeltPeaks
14,24,AY389,13A-rep2,-1,20.92,92.02,1.82,
23,42,AY389,13A-rep3,-1,21.3,91.55,1.84,
32,60,AY389,14A-rep1,-1,20.67,90.97,1.84,MultipleMeltPeaks
6,6,AY389,14A-rep2,-1,20.19,91.06,1.85,MultipleMeltPeaks
15,24,AY389,14A-rep3,-1,21.36,90.99,1.85,
24,42,AY389,15A-rep1,-1,20.48,91.11,1.84,
33,60,AY389,15A-rep2,-1,20.16,91.47,1.7,"LowEfficiency, MultipleMeltPeaks"
7,6,AY389,15A-rep3,-1,19.6,91.38,1.86,MultipleMeltPeaks
16,24,AY389,16A-rep1,-1,21.62,91.16,1.83,MultipleMeltPeaks
25,42,AY389,16A-rep2,-1,21.03,90.78,1.85,
34,60,AY389,16A-rep3,-1,21.11,90.07,1.78,LowEfficiency
40,6,AY389,17A-rep1,-1,18.89,91.02,1.85,
49,24,AY389,17A-rep2,-1,19.62,91.1,1.9,MultipleMeltPeaks
58,42,AY389,17A-rep3,-1,19.81,90.86,1.83,
67,60,AY389,18A-rep1,-1,19.71,90.71,1.86,MultipleMeltPeaks
41,6,AY389,18A-rep2,-1,18.93,91.19,1.86,MultipleMeltPeaks
50,24,AY389,18A-rep3,-1,20.05,90.77,1.86,MultipleMeltPeaks
59,42,AY389,19A-rep1,-1,19.19,90.79,1.84,MultipleMeltPeaks
68,60,AY389,19A-rep2,-1,18.99,91.15,1.93,MultipleMeltPeaks
42,6,AY389,19A-rep3,-1,18.53,88.59,1.86,MultipleMeltPeaks
51,24,AY389,20A-rep1,-1,19.27,90.73,1.87,MultipleMeltPeaks
60,42,AY389,20A-rep2,-1,18.94,90.67,1.85,MultipleMeltPeaks
69,60,AY389,20A-rep3,-1,18.92,88.64,1.88,MultipleMeltPeaks
43,6,AY389,21A-rep1,-1,18.55,88.67,1.86,MultipleMeltPeaks
52,24,AY389,21A-rep2,-1,19.34,90.35,1.8,LowEfficiency
61,42,AY389,21A-rep3,-1,19.27,90.66,1.82,MultipleMeltPeaks
70,60,AY389,22A-rep1,-1,18.46,90.91,1.87,MultipleMeltPeaks
8,6,AY389,22A-rep2,-1,18.82,90.85,1.83,MultipleMeltPeaks
17,24,AY389,22A-rep3,-1,18.14,90.61,1.73,"LowEfficiency, SaturationBaselineRatioIsLow, MultipleMeltPeaks"
26,42,AY389,23A-rep1,-1,20.24,90.73,1.85,
35,60,AY389,23A-rep2,-1,20.58,90.67,1.83,
44,6,AY389,23A-rep3,-1,19.32,90.87,1.89,MultipleMeltPeaks
53,24,AY389,24A-rep1,-1,19.62,90.04,1.96,
62,42,AY389,24A-rep2,-1,19.87,91.14,1.82,MultipleMeltPeaks
71,60,AY389,24A-rep3,-1,19.16,90.8,1.89,
0,42,AY409,1A-rep1,-1,19.42,89.07,1.87,MultipleMeltPeaks
9,60,AY409,1A-rep2,-1,19.38,90.24,1.83,MultipleMeltPeaks
18,6,AY409,1A-rep3,-1,19.23,89.84,1.85,MultipleMeltPeaks
27,24,AY409,2A-rep1,-1,19.44,91.01,1.84,MultipleMeltPeaks
1,42,AY409,2A-rep2,-1,19,91.35,1.89,MultipleMeltPeaks
10,60,AY409,2A-rep3,-1,19.22,89.9,1.86,MultipleMeltPeaks
19,6,AY409,3A-rep1,-1,19.45,91.3,1.85,MultipleMeltPeaks
28,24,AY409,3A-rep2,-1,19.75,90.76,1.82,
2,42,AY409,3A-rep3,-1,19.76,91.12,1.84,
11,60,AY409,4A-rep1,-1,19.22,90.81,1.84,
20,6,AY409,4A-rep2,-1,19.27,90.7,1.85,MultipleMeltPeaks
29,24,AY409,4A-rep3,-1,19.61,90.6,1.85,MultipleMeltPeaks
3,42,AY409,5A-rep1,-1,19.57,91.11,1.84,
12,60,AY409,5A-rep2,-1,19.54,91.25,1.84,
21,6,AY409,5A-rep3,-1,19.92,90.76,1.84,
30,24,AY409,6A-rep1,-1,18.76,91.12,1.86,
36,42,AY409,6A-rep2,-1,19,91.02,1.84,
45,60,AY409,6A-rep3,-1,18.9,90.82,1.85,
54,6,AY409,7A-rep1,-1,19.27,90.49,1.85,
63,24,AY409,7A-rep2,-1,19.43,90.8,1.83,
37,42,AY409,7A-rep3,-1,19.95,90.84,1.83,MultipleMeltPeaks
46,60,AY409,8A-rep1,-1,19.21,90.53,1.83,MultipleMeltPeaks
55,6,AY409,8A-rep2,-1,18.75,91.17,1.84,
64,24,AY409,8A-rep3,-1,18.77,90.86,1.83,MultipleMeltPeaks
38,42,AY409,9A-rep1,-1,19.48,90.66,1.85,
47,60,AY409,9A-rep2,-1,19.58,90.28,1.84,MultipleMeltPeaks
56,6,AY409,9A-rep3,-1,18.78,90.63,1.86,MultipleMeltPeaks
65,24,AY409,10A-rep1,-1,18.71,91.05,1.84,
39,42,AY409,10A-rep2,-1,19.34,91.23,1.87,MultipleMeltPeaks
48,60,AY409,10A-rep3,-1,19.39,91.39,1.87,MultipleMeltPeaks
57,6,AY409,11A-rep1,-1,19.18,90.72,1.85,
66,24,AY409,11A-rep2,-1,19.82,90.98,2.04,MultipleMeltPeaks
4,42,AY409,11A-rep3,-1,19.88,90.47,1.83,
13,60,AY409,12A-rep1,-1,19.49,90.39,1.84,
22,6,AY409,12A-rep2,-1,19.55,90.86,1.85,
31,24,AY409,12A-rep3,-1,19.83,90.64,1.83,
5,42,AY409,13A-rep1,-1,20.16,90.96,1.83,
14,60,AY409,13A-rep2,-1,20.28,90.42,1.83,
23,6,AY409,13A-rep3,-1,20.04,90.92,1.84,
32,24,AY409,14A-rep1,-1,20.38,88.64,1.85,
6,42,AY409,14A-rep2,-1,20.33,91.02,1.84,MultipleMeltPeaks
15,60,AY409,14A-rep3,-1,19.99,89.87,1.84,MultipleMeltPeaks
24,6,AY409,15A-rep1,-1,19.45,90.98,1.84,
33,24,AY409,15A-rep2,-1,20.04,90.2,1.85,MultipleMeltPeaks
7,42,AY409,15A-rep3,-1,19.07,90.71,1.85,
16,60,AY409,16A-rep1,-1,20.37,91.08,1.85,
25,6,AY409,16A-rep2,-1,20.2,90.99,1.85,
34,24,AY409,16A-rep3,-1,21.05,88.41,1.85,MultipleMeltPeaks
40,42,AY409,17A-rep1,-1,19.04,89.61,1.82,
49,60,AY409,17A-rep2,-1,18.97,90.49,1.84,MultipleMeltPeaks
58,6,AY409,17A-rep3,-1,18.77,90.09,1.9,MultipleMeltPeaks
67,24,AY409,18A-rep1,-1,18.53,89.68,1.84,MultipleMeltPeaks
41,42,AY409,18A-rep2,-1,19.32,89.69,1.85,MultipleMeltPeaks
50,60,AY409,18A-rep3,-1,19.55,89.87,1.84,MultipleMeltPeaks
59,6,AY409,19A-rep1,-1,17.91,90.53,1.85,MultipleMeltPeaks
68,24,AY409,19A-rep2,-1,18.01,90.83,1.83,MultipleMeltPeaks
42,42,AY409,19A-rep3,-1,18.83,91.14,1.84,
51,60,AY409,20A-rep1,-1,18,85.67,1.88,MultipleMeltPeaks
60,6,AY409,20A-rep2,-1,17.07,86.19,1.86,MultipleMeltPeaks
69,24,AY409,20A-rep3,-1,17.4,86.06,1.94,MultipleMeltPeaks
43,42,AY409,21A-rep1,-1,18.7,90.98,1.81,MultipleMeltPeaks
52,60,AY409,21A-rep2,-1,19.25,91.08,1.84,MultipleMeltPeaks
61,6,AY409,21A-rep3,-1,17.81,91.07,1.82,
70,24,AY409,22A-rep1,-1,17.07,86.17,1.86,MultipleMeltPeaks
8,42,AY409,22A-rep2,-1,17.59,86.21,1.86,MultipleMeltPeaks
17,60,AY409,22A-rep3,-1,17.58,86.23,1.87,MultipleMeltPeaks
26,6,AY409,23A-rep1,-1,19.51,88.95,1.86,MultipleMeltPeaks
35,24,AY409,23A-rep2,-1,19.83,91.06,1.85,MultipleMeltPeaks
44,42,AY409,23A-rep3,-1,19.41,89.02,1.85,MultipleMeltPeaks
53,60,AY409,24A-rep1,-1,18.78,90.96,1.86,MultipleMeltPeaks
62,6,AY409,24A-rep2,-1,18.11,90.83,1.87,MultipleMeltPeaks
71,24,AY409,24A-rep3,-1,18.03,91.1,1.88,MultipleMeltPeaks
0,7,AY410,1A-rep1,-1,19.89,91.33,1.78,LowEfficiency
9,25,AY410,1A-rep2,-1,20.28,91.02,1.91,MultipleMeltPeaks
18,43,AY410,1A-rep3,-1,20.38,91.43,1.91,MultipleMeltPeaks
27,61,AY410,2A-rep1,-1,20.27,90.89,1.93,
1,7,AY410,2A-rep2,-1,20.27,91.35,1.9,
10,25,AY410,2A-rep3,-1,20.31,91.6,1.92,
19,43,AY410,3A-rep1,-1,20.32,92.13,1.89,
28,61,AY410,3A-rep2,-1,20.58,91.9,1.89,
2,7,AY410,3A-rep3,-1,20.15,91.77,1.89,
11,25,AY410,4A-rep1,-1,20.05,92.09,1.86,
20,43,AY410,4A-rep2,-1,20.44,91.83,1.9,MultipleMeltPeaks
29,61,AY410,4A-rep3,-1,20.57,91.76,1.79,"LowEfficiency, MultipleMeltPeaks"
3,7,AY410,5A-rep1,-1,20.54,91.18,1.87,
12,25,AY410,5A-rep2,-1,20.56,91.96,1.88,
21,43,AY410,5A-rep3,-1,21.3,91.53,1.87,
30,61,AY410,6A-rep1,-1,19.83,91.68,1.97,MultipleMeltPeaks
36,7,AY410,6A-rep2,-1,19.14,91.25,1.9,
45,25,AY410,6A-rep3,-1,19.82,91.87,1.9,
54,43,AY410,7A-rep1,-1,20.14,91.63,1.89,
63,61,AY410,7A-rep2,-1,20.1,92.27,1.89,
37,7,AY410,7A-rep3,-1,19.89,92.06,1.84,
46,25,AY410,8A-rep1,-1,20.04,92.05,1.93,
55,43,AY410,8A-rep2,-1,19.67,92.15,1.86,
64,61,AY410,8A-rep3,-1,19.62,92.11,1.85,
38,7,AY410,9A-rep1,-1,19.33,92.07,1.87,
47,25,AY410,9A-rep2,-1,19.7,92.18,1.85,
56,43,AY410,9A-rep3,-1,19.73,92.11,1.85,
65,61,AY410,10A-rep1,-1,19.41,92.18,1.88,
39,7,AY410,10A-rep2,-1,19.3,92.16,1.89,
48,25,AY410,10A-rep3,-1,19.66,92.17,1.9,
57,43,AY410,11A-rep1,-1,20.32,92.15,1.89,
66,61,AY410,11A-rep2,-1,20.47,91.04,1.88,
4,7,AY410,11A-rep3,-1,20.21,91.41,1.9,
13,25,AY410,12A-rep1,-1,20.02,91.5,1.87,
22,43,AY410,12A-rep2,-1,20.59,92,1.88,
31,61,AY410,12A-rep3,-1,20.75,91.85,1.72,LowEfficiency
5,7,AY410,13A-rep1,-1,20.26,91.44,1.9,
14,25,AY410,13A-rep2,-1,20.38,91.74,1.86,
23,43,AY410,13A-rep3,-1,20.64,91.95,1.87,
32,61,AY410,14A-rep1,-1,20.41,91.82,1.79,"LowEfficiency, MultipleMeltPeaks"
6,7,AY410,14A-rep2,-1,20.38,91.05,1.91,MultipleMeltPeaks
15,25,AY410,14A-rep3,-1,20.73,91.57,1.89,
24,43,AY410,15A-rep1,-1,19.98,91.92,1.89,
33,61,AY410,15A-rep2,-1,20.58,91.73,1.97,MultipleMeltPeaks
7,7,AY410,15A-rep3,-1,19.77,92.19,1.89,
16,25,AY410,16A-rep1,-1,21.3,91.22,1.9,MultipleMeltPeaks
25,43,AY410,16A-rep2,-1,20.98,91.09,1.88,
34,61,AY410,16A-rep3,-1,20.98,91.05,1.82,MultipleMeltPeaks
40,7,AY410,17A-rep1,-1,19.39,91.76,1.87,
49,25,AY410,17A-rep2,-1,19.99,91.87,1.84,
58,43,AY410,17A-rep3,-1,19.95,91.88,1.86,
67,61,AY410,18A-rep1,-1,20.32,91.16,1.88,MultipleMeltPeaks
41,7,AY410,18A-rep2,-1,19.99,91.24,1.86,
50,25,AY410,18A-rep3,-1,20.71,91.57,1.88,
59,43,AY410,19A-rep1,-1,20.33,92.03,1.89,
68,61,AY410,19A-rep2,-1,20.05,91.82,1.89,
42,7,AY410,19A-rep3,-1,19.62,92,1.87,
51,25,AY410,20A-rep1,-1,20.21,91,1.93,
60,43,AY410,20A-rep2,-1,19.94,90.83,1.91,
69,61,AY410,20A-rep3,-1,19.92,90.71,1.95,MultipleMeltPeaks
43,7,AY410,21A-rep1,-1,19.6,91.65,1.85,
52,25,AY410,21A-rep2,-1,20.31,91.84,1.87,
61,43,AY410,21A-rep3,-1,20.03,91.78,1.85,
70,61,AY410,22A-rep1,-1,19.2,91.15,1.92,MultipleMeltPeaks
8,7,AY410,22A-rep2,-1,19.42,91.03,1.91,
17,25,AY410,22A-rep3,-1,19.34,91.49,1.89,MultipleMeltPeaks
26,43,AY410,23A-rep1,-1,19.93,90.64,1.89,
35,61,AY410,23A-rep2,-1,20.39,90.77,1.91,MultipleMeltPeaks
44,7,AY410,23A-rep3,-1,19.56,90.86,1.95,
53,25,AY410,24A-rep1,-1,20.17,90.82,1.88,
62,43,AY410,24A-rep2,-1,19.97,90.93,1.87,
71,61,AY410,24A-rep3,-1,19.57,92.13,1.86,
0,43,AY416,1A-rep1,-1,21.84,76.67,1.93,MultipleMeltPeaks
9,61,AY416,1A-rep2,-1,22.03,91.01,1.91,MultipleMeltPeaks
18,7,AY416,1A-rep3,-1,21.94,77.04,1.93,MultipleMeltPeaks
27,25,AY416,2A-rep1,-1,22.38,90.8,1.88,
1,43,AY416,2A-rep2,-1,22.28,90.99,1.91,MultipleMeltPeaks
10,61,AY416,2A-rep3,-1,22.23,90.99,1.92,
19,7,AY416,3A-rep1,-1,22.57,91.2,1.91,MultipleMeltPeaks
28,25,AY416,3A-rep2,-1,22.55,90.68,1.89,MultipleMeltPeaks
2,43,AY416,3A-rep3,-1,22.44,91.13,1.91,MultipleMeltPeaks
11,61,AY416,4A-rep1,-1,22.46,91.1,1.9,
20,7,AY416,4A-rep2,-1,22.46,91.06,1.9,MultipleMeltPeaks
29,25,AY416,4A-rep3,-1,22.35,90.89,1.88,MultipleMeltPeaks
3,43,AY416,5A-rep1,-1,22.85,90.83,1.89,MultipleMeltPeaks
12,61,AY416,5A-rep2,-1,22.78,90.93,1.89,
21,7,AY416,5A-rep3,-1,22.9,91.11,1.89,
30,25,AY416,6A-rep1,-1,22.27,90.81,1.85,
36,43,AY416,6A-rep2,-1,22.52,90.89,1.82,
45,61,AY416,6A-rep3,-1,22.4,90.74,1.88,
54,7,AY416,7A-rep1,-1,22.33,91.06,1.86,
63,25,AY416,7A-rep2,-1,22.65,90.95,1.86,
37,43,AY416,7A-rep3,-1,22.84,90.78,1.87,
46,61,AY416,8A-rep1,-1,22.65,90.78,1.85,
55,7,AY416,8A-rep2,-1,21.98,91.08,1.85,
64,25,AY416,8A-rep3,-1,22.25,90.91,1.86,
38,43,AY416,9A-rep1,-1,22.62,90.78,1.84,
47,61,AY416,9A-rep2,-1,22.54,90.84,1.82,
56,7,AY416,9A-rep3,-1,21.97,91.17,1.83,
65,25,AY416,10A-rep1,-1,22.2,90.86,1.84,
39,43,AY416,10A-rep2,-1,22.71,90.79,1.82,
48,61,AY416,10A-rep3,-1,22.38,90.89,1.85,
57,7,AY416,11A-rep1,-1,22.53,91.29,1.85,
66,25,AY416,11A-rep2,-1,23.18,90.78,1.8,LowEfficiency
4,43,AY416,11A-rep3,-1,23.29,91.03,1.87,
13,61,AY416,12A-rep1,-1,22.63,91.05,1.85,
22,7,AY416,12A-rep2,-1,23.14,91.17,1.86,
31,25,AY416,12A-rep3,-1,23.47,90.87,1.84,
5,43,AY416,13A-rep1,-1,23.18,91.11,1.87,
14,61,AY416,13A-rep2,-1,22.86,91.11,1.85,
23,7,AY416,13A-rep3,-1,22.78,91.06,1.86,
32,25,AY416,14A-rep1,-1,22.88,90.77,1.8,
6,43,AY416,14A-rep2,-1,23.35,90.87,1.82,
15,61,AY416,14A-rep3,-1,22.42,90.84,1.84,
24,7,AY416,15A-rep1,-1,22.86,91.01,1.82,
33,25,AY416,15A-rep2,-1,22.76,90.78,1.81,
7,43,AY416,15A-rep3,-1,22.68,90.72,1.83,
16,61,AY416,16A-rep1,-1,23.54,91.14,1.84,
25,7,AY416,16A-rep2,-1,23.65,91.04,1.84,
34,25,AY416,16A-rep3,-1,23.85,90.85,1.83,
40,43,AY416,17A-rep1,-1,22.44,90.64,1.89,
49,61,AY416,17A-rep2,-1,22.09,90.72,1.89,
58,7,AY416,17A-rep3,-1,22.14,91.08,1.88,
67,25,AY416,18A-rep1,-1,22.84,90.54,1.84,
