"Compounds ID"	"Tags"	"Checked"	"Name"	"Formula"	"Annot. Source: Predicted Compositions"	"Annot. Source: mzCloud Search"	"Annot. Source: MassList Search"	"Annot. DeltaMass [ppm]"	"Calc. MW"	"m/z"	"RT [min]"	"Area (Max.)"	"# mzCloud Results"	"mzCloud Best Match"	"mzCloud Best Match Confidence"	"Mass List Match: Antibiotics_ITN_MSCA_ANSWER_160616_wDTXSIDs"	"Mass List Match: ITNANTIBIOTIC_CYP_Metabolites"	"Mass List Match: KPS_Pharmaceuticals"	"Mass List Match: KPS_Psychoactive_substances_v2"	"MS2"	"Reference Ion"	"Group Area: B4_a"	"Group Area: B4_b"	"Group Area: B10_a"	"Group Area: B10_b"	"Group Area: B16_a"	"Group Area: B16_b"	"Group Area: B22_a"	"Group Area: B22_b"	"Group Area: B28_a"	"Group Area: B28_b"	"Group Area: B34_a"	"Group Area: B34_b"	"Group Area: B40_a"	"Group Area: B40_b"	"Group Area: B46_a"	"Group Area: B46_b"	"Group Area: B52_a"	"Group Area: B52_b"	"Group Area: B58_a"	"Group Area: B58_b"	"Group Area: B64_a"	"Group Area: B64_b"	"Group Area: B70_a"	"Group Area: B70_b"	"Group Area: B76_a"	"Group Area: B76_b"	"Group Area: B82_a"	"Group Area: B82_b"	"Group Area: B88_a"	"Group Area: B88_b"	"Group Area: B94_a"	"Group Area: B94_b"	"Group Area: B100_a"	"Group Area: B100_b"	"Group Area: B106_a"	"Group Area: B106_b"	"Group Area: B112_a"	"Group Area: B112_b"	"Group Area: B118_a"	"Group Area: B118_b"	"Group Area: B124_a"	"Group Area: B124_b"	"Group Area: B130_a"	"Group Area: B130_b"	"Group Area: B136_a"	"Group Area: B136_b"	"Group Area: B142_a"	"Group Area: B142_b"	"Group Area: C1_a"	"Group Area: C1_b"	"Group Area: C2_a"	"Group Area: C2_b"	"Group Area: C3_a"	"Group Area: C3_b"	"Peak Rating: B0_blank_a.raw (F1)"	"Peak Rating: B0_blank_b.raw (F2)"	"Peak Rating: B0_blank_c.raw (F3)"	"Peak Rating: B0_blank_d.raw (F4)"	"Peak Rating: B0_blank_e.raw (F5)"	"Peak Rating: B0_blank_f.raw (F6)"	"Peak Rating: B0_blank_g.raw (F7)"	"Peak Rating: B0_blank_h.raw (F8)"	"Peak Rating: B0_blank_i.raw (F9)"	"Peak Rating: B0_blank_j.raw (F10)"	"Peak Rating: B4_a.raw (F11)"	"Peak Rating: B4_b.raw (F12)"	"Peak Rating: B10_a.raw (F13)"	"Peak Rating: B10_b.raw (F14)"	"Peak Rating: B16_a.raw (F15)"	"Peak Rating: B16_b.raw (F16)"	"Peak Rating: B22_a.raw (F17)"	"Peak Rating: B22_b.raw (F18)"	"Peak Rating: B28_a.raw (F19)"	"Peak Rating: B28_b.raw (F20)"	"Peak Rating: B34_a.raw (F21)"	"Peak Rating: B34_b.raw (F22)"	"Peak Rating: B40_a.raw (F23)"	"Peak Rating: B40_b.raw (F24)"	"Peak Rating: B46_a.raw (F25)"	"Peak Rating: B46_b.raw (F26)"	"Peak Rating: B52_a.raw (F27)"	"Peak Rating: B52_b.raw (F28)"	"Peak Rating: B58_a.raw (F29)"	"Peak Rating: B58_b.raw (F30)"	"Peak Rating: B64_a.raw (F31)"	"Peak Rating: B64_b.raw (F32)"	"Peak Rating: B70_a.raw (F33)"	"Peak Rating: B70_b.raw (F34)"	"Peak Rating: B76_a.raw (F35)"	"Peak Rating: B76_b.raw (F36)"	"Peak Rating: B82_a.raw (F37)"	"Peak Rating: B82_b.raw (F38)"	"Peak Rating: B88_a.raw (F39)"	"Peak Rating: B88_b.raw (F40)"	"Peak Rating: B94_a.raw (F41)"	"Peak Rating: B94_b.raw (F42)"	"Peak Rating: B100_a.raw (F43)"	"Peak Rating: B100_b.raw (F44)"	"Peak Rating: B106_a.raw (F45)"	"Peak Rating: B106_b.raw (F46)"	"Peak Rating: B112_a.raw (F47)"	"Peak Rating: B112_b.raw (F48)"	"Peak Rating: B118_a.raw (F49)"	"Peak Rating: B118_b.raw (F50)"	"Peak Rating: B124_a.raw (F51)"	"Peak Rating: B124_b.raw (F52)"	"Peak Rating: B130_a.raw (F53)"	"Peak Rating: B130_b.raw (F54)"	"Peak Rating: B136_a.raw (F55)"	"Peak Rating: B136_b.raw (F56)"	"Peak Rating: B142_a.raw (F57)"	"Peak Rating: B142_b.raw (F58)"	"Peak Rating: C1_a.raw (F59)"	"Peak Rating: C1_b.raw (F60)"	"Peak Rating: C2_a.raw (F61)"	"Peak Rating: C2_b.raw (F62)"	"Peak Rating: C3_a.raw (F63)"	"Peak Rating: C3_b.raw (F64)"	"Peak Rating: QC_a.raw (F65)"	"Peak Rating: QC_b.raw (F66)"	"Peak Rating: QC_c.raw (F67)"	"Peak Rating: QC_d.raw (F68)"	"Peak Rating: QC_e.raw (F69)"	"Peak Rating: QC_f.raw (F70)"	"Peak Rating: QC_g.raw (F71)"	"Peak Rating: QC_h.raw (F72)"	"Peak Rating: QC_i.raw (F73)"	"Peak Rating: QC_j.raw (F74)"	"Peak Rating: QC_k.raw (F75)"	"Peak Rating: QC_l.raw (F76)"	"Peak Rating: QC_m.raw (F77)"	"Peak Rating: QC_n.raw (F78)"	"Peak Rating: QC_o.raw (F79)"	"Peak Rating: QC_p.raw (F80)"	"Peak Rating: QC_q.raw (F81)"
"443"	""	"False"	"N-methyl(5-(pyridin-3-yl)furan-2-yl)methamine"	"C11 H12 N2 O"	"Full match"	"Partial match"	"Full match"	"0.08"	"188.09498"	"189.10225"	"12.970"	"95996742.0922829"	"3"	"95.4"	"74.9"	"No matches found"	"No matches found"	"Multiple matches found"	"No matches found"	"PreferredDDA"	"[M+H]+1"	"11994193.6447696"	"5325616.93671945"	"12376054.2163122"	"4191756.12791188"	"9308476.91045707"	"2648901.31354922"	"7621434.59897418"	"1777270.1743543"	"9778071.49179616"	"4737395.25484476"	"6839480.43116944"	"2498972.22115137"	"5565561.8114997"	"1807955.39836301"	"1947084.45384566"	"1099215.49271712"	""	"2462906.92275069"	"1263382.11585824"	"559616.912857486"	"4593502.81277576"	"1801093.19586226"	"5147051.65148976"	"1676008.6577156"	""	"3961984.08396316"	"7647507.49363313"	"3805621.20903098"	"6824784.54389095"	"2972988.11376745"	"8407937.94912883"	"3059309.55871259"	"3915829.0272726"	"3045297.01560696"	""	"3764321.49706066"	"5379619.923626"	"2726638.09634633"	"3129902.21253599"	"1524655.02196313"	""	"2683651.91054081"	"2387630.21232556"	"1711089.07285224"	""	"1130595.040943"	"4015228.30815438"	"2271453.2484101"	"71619570.9897084"	"60652479.0369325"	"89118466.3533559"	"60429482.7864237"	"95996742.0922829"	"69711868.3986745"	""	""	""	""	""	""	""	""	""	""	"9.5"	"8.4"	"8.4"	"8.4"	"8.9"	"8.9"	"8.4"	"8.9"	"7.8"	"8.9"	"9.5"	"7.3"	"8.9"	"7.8"	"6.7"	"8.6"	""	"8.4"	"5.3"	"5.5"	"8.4"	"7.8"	"8.4"	"8.9"	""	"8.4"	"9.5"	"7.8"	"8.9"	"8.4"	"8.9"	"8.9"	"7.3"	"7.3"	""	"8.4"	"7.8"	"8.4"	"8.9"	"8.9"	""	"7.8"	"6.2"	"7.3"	""	"6.4"	"7.8"	"7.8"	"9.5"	"9.5"	"9.5"	"9.5"	"8.4"	"9.5"	"8.4"	"8.9"	"8.4"	"8.4"	"9.5"	"9.5"	"8.9"	"8.4"	"9.5"	"9.5"	"8.4"	"8.9"	"8.4"	"7.8"	"8.4"	"8.4"	"10.0"
"439"	""	"False"	"2,10,10-trimethyltricyclo[6.3.0.0¹,?]undec-6-ene-6-carboxylic acid"	"C15 H22 O2"	"Full match"	"Partial match"	"Full match"	"0.23"	"234.16203"	"235.16932"	"17.984"	"140212967.150367"	"8"	"88.7"	"55.2"	"No matches found"	"No matches found"	"Single match found"	"No matches found"	"PreferredDDA"	"[M+H]+1"	""	"7002604.91912366"	""	""	""	""	"48964706.2342832"	"19882005.6586818"	"18763372.8038106"	"11573800.1024453"	"34664828.1869872"	"21659405.8947934"	"115923242.58088"	"69276278.8124872"	""	"15931701.2544269"	""	"28248189.0577694"	"30606032.8179624"	"21754220.5396915"	"52745821.5761775"	"31218738.8106617"	"38623124.0291646"	"20956410.5256835"	""	"51912349.1858649"	"52375059.0838482"	"35214848.6405833"	"92071839.6346593"	"43160009.022641"	"94526755.7444817"	"47844420.9370991"	"84599351.2083944"	"59218605.8890024"	""	"44501957.8926505"	"140212967.150367"	"102563330.650186"	"52398113.9340317"	"29438937.3924611"	""	"42180490.6490528"	"44317225.3480308"	"35244780.7459406"	""	"44648752.2125308"	"59057531.8244929"	"37249118.7404662"	"11042964.6925185"	"11378305.2448097"	"11612131.755241"	"8680808.04501193"	"10845554.4159348"	"7833538.24163345"	"7.8"	"8.4"	"8.4"	"8.4"	"7.8"	"8.4"	"8.4"	"7.8"	"8.4"	"8.4"	""	"7.3"	""	""	""	""	"5.1"	"8.4"	"8.4"	"8.9"	"5.7"	"7.8"	"8.4"	"8.4"	""	"8.4"	""	"9.5"	"8.4"	"7.3"	"8.4"	"8.4"	"7.8"	"7.8"	""	"8.4"	"8.4"	"8.4"	"8.4"	"9.5"	"8.4"	"9.5"	"9.5"	"8.4"	""	"8.4"	"8.4"	"8.4"	"9.5"	"8.4"	""	"8.4"	"8.4"	"8.4"	""	"8.4"	"9.5"	"8.4"	"6.2"	"6.2"	"7.3"	"5.1"	"7.3"	"5.1"	"8.4"	"8.4"	"7.3"	"8.4"	"7.8"	"9.5"	"9.5"	"7.8"	"7.8"	"6.7"	"7.8"	"8.4"	"7.8"	"8.4"	"8.4"	"7.8"	"7.8"
"1041"	""	"False"	"2,4-Di-tert-butylphenol"	"C14 H22 O"	"Full match"	"Invalid mass"	"Full match"	"-3.89"	"206.16626"	"435.32172"	"14.007"	"36378202.0080917"	"1"	"77.2"	"8.9"	"No matches found"	"No matches found"	"No matches found"	"Single match found"	"PreferredDDA"	"[2M+Na]+1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"25936424.9680768"	"24459335.5941877"	"34805112.7616385"	"30622982.6804946"	"36378202.0080917"	"32893246.0297068"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"9.5"	"9.5"	"9.5"	"8.4"	"8.4"	"9.5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"24990"	""	"False"	"4-CHLORO-N-(2-HYDROXYETHYL)BENZAMIDE"	"C9 H10 Cl N O2"	"No match"	"Invalid mass"	"Full match"	"4.23"	"199.04085"	"217.07480"	"12.335"	"3118978.18824541"	"1"	"67.1"	"47.5"	"No matches found"	"No matches found"	"Single match found"	"No matches found"	"PreferredDDA"	"[M+NH4]+1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"3118978.18824541"	"2624854.20097836"	""	"2032359.2433429"	"2962258.88947505"	"2262492.64022292"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"6.2"	"7.3"	""	"7.8"	"7.8"	"7.8"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"6494"	""	"False"	"(r)-n-(1-methyl-hexyl)-formamide"	"C8 H17 N O"	"Full match"	"Partial match"	"Full match"	"0.51"	"143.13109"	"144.13836"	"13.546"	"7825759.85004053"	"1"	"94.4"	"71.8"	"No matches found"	"No matches found"	"Multiple matches found"	"No matches found"	"PreferredDDA"	"[M+H]+1"	"4637592.48460285"	"2079631.05473643"	"5730456.69075662"	"1962233.11811969"	"4565225.84248516"	"1424241.91239164"	"3918582.91338767"	"1078737.53788837"	"3635976.35301197"	"1966893.3642044"	"4143508.55752159"	""	"5565453.90287042"	"2105664.83529713"	""	"1364605.82678198"	""	"2829741.45779771"	"3709421.95496303"	"1603208.67212899"	"4286243.92765287"	"2133868.88458276"	"4286869.50318223"	"1900888.16734122"	""	"2749843.70993585"	"5337786.99339007"	"3283342.53690336"	"4044030.65057528"	"1613517.01529011"	"3018026.91582203"	"1557748.88294027"	"2467930.73548115"	"2178544.85732514"	""	"1412493.52917768"	"2277201.02780447"	"1328401.90428328"	"1362096.04571085"	"851824.025284077"	""	"1378146.23596415"	"2057986.748436"	"1331906.98118415"	""	"1730623.81427032"	"2148191.97941806"	"1435473.98878937"	"4378043.44771957"	"3885938.43121761"	"2091381.13806689"	"1682329.75330495"	"2239970.76522752"	"1769721.6389036"	"8.6"	"8.0"	"8.0"	"7.7"	"8.3"	"7.7"	"7.7"	"5.0"	"5.0"	"6.8"	"8.9"	"8.9"	"7.8"	"8.9"	"7.8"	"7.5"	"9.5"	"9.1"	"6.2"	"7.8"	"9.5"	""	"8.4"	"9.5"	""	"5.9"	""	"9.5"	"8.9"	"7.3"	"8.9"	"8.4"	"6.7"	"7.8"	""	"9.5"	"8.9"	"7.3"	"8.9"	"9.5"	"8.9"	"9.5"	"8.9"	"5.1"	""	"8.6"	"8.9"	"8.6"	"8.6"	"6.4"	""	"6.4"	"6.2"	"9.1"	""	"7.8"	"8.9"	"7.0"	"8.4"	"7.8"	"8.9"	"9.5"	"9.5"	"8.9"	"9.5"	"9.5"	"8.4"	"8.4"	"8.4"	"8.4"	"7.8"	"9.5"	"7.8"	"8.4"	"6.7"	"8.9"	"6.2"	""	"8.9"	""	"7.5"
"6635"	""	"False"	"SID: 4253680"	"C10 H14 N6 O3"	"Not the top hit"	"Invalid mass"	"Full match"	"1.35"	"266.11310"	"267.12037"	"6.794"	"8453354.20323915"	"6"	"90.5"	"9.5"	"No matches found"	"No matches found"	"Single match found"	"No matches found"	"PreferredDDA"	"[M+H]+1"	""	""	""	"3727284.31800362"	""	"2942870.18708563"	""	"2349187.67190176"	""	""	""	""	""	""	""	"2327271.19859726"	""	"8453354.20323915"	"3902016.20539533"	"2756604.01236041"	"3385695.86362413"	"1871014.64673443"	"3488911.50619877"	"1694069.9794454"	""	"2341674.53379094"	"3070314.31801608"	"2021231.21878786"	"1627632.87649554"	"781235.04794212"	"1737764.70660364"	"860219.07810277"	"1647400.92254768"	"1369474.1901478"	""	"1140050.38272352"	"1589971.12573724"	"950022.767641555"	"2210027.48993904"	"1199270.16138925"	""	"1157494.71188836"	"1043024.77554805"	"809153.324087187"	""	"746906.237767687"	"1090321.58735792"	"520300.528815173"	"782443.764453486"	"540339.100294923"	"566165.801711859"	"356827.518154092"	"621439.322407408"	"356534.559835922"	""	""	""	""	"8.4"	""	"8.9"	"8.4"	"7.8"	"8.4"	""	""	""	"8.4"	""	"8.4"	""	"7.8"	""	""	""	""	""	""	""	"7.8"	""	"8.4"	"7.8"	"7.8"	"7.8"	"8.4"	"7.8"	"8.4"	""	"8.4"	"7.8"	"7.3"	"7.8"	"7.5"	"7.8"	"7.5"	"7.8"	"8.0"	""	"7.0"	"7.8"	"7.5"	"7.8"	"7.5"	""	"7.5"	"8.6"	"7.0"	""	"8.6"	"7.0"	"7.7"	"7.5"	"6.6"	"6.1"	"7.2"	"7.0"	"7.7"	""	"7.8"	""	"7.8"	"7.8"	""	""	""	"8.4"	"7.8"	""	"7.8"	""	"8.4"	"7.8"	"8.4"	"7.8"
"17824"	""	"False"	"Dexpanthenol"	"C9 H19 N O4"	"Full match"	"Partial match"	"Full match"	"0.25"	"205.13146"	"228.12069"	"4.325"	"5916657.0461255"	"3"	"99.9"	"10.0"	"No matches found"	"No matches found"	"Single match found"	"No matches found"	"PreferredDDA"	"[M+Na]+1"	"629373.60853727"	"511967.327119719"	"703396.645628529"	"522729.161423194"	"476176.997179652"	"305284.294122926"	"581867.3467156"	"264519.610269044"	"1291193.77436617"	"855321.240421656"	"459798.391256819"	"313801.062190667"	"2468068.32575991"	"1445465.74369204"	""	"3247313.04006972"	""	"4316588.3697529"	"1713426.00819227"	"1115065.6645154"	"1989792.69135132"	"1316288.90464721"	"1127176.13945027"	"442711.057864992"	""	"2365542.97953905"	"423844.138854639"	"277036.041779354"	"1030033.55098602"	"643340.389298122"	"868718.65215342"	"414315.062365326"	"1602322.54730821"	"1400110.02189621"	""	"1530182.45108112"	"892076.744433058"	"575075.294602145"	"1652505.89309914"	"887284.473903643"	""	"617451.515069481"	"1046612.73412632"	"746232.882076847"	""	"2610552.70695281"	"2309948.44564013"	"1283994.29252587"	"1434003.30971406"	"1292533.88216284"	"995707.918334548"	"696107.599239463"	"1121261.72351972"	"907486.604139982"	"8.9"	"7.8"	"7.8"	"8.9"	"7.8"	"7.8"	"8.4"	"7.8"	"9.5"	"8.4"	"9.1"	"7.7"	"5.3"	"7.7"	"6.6"	"6.6"	"7.7"	"6.8"	"8.0"	"8.0"	"8.3"	"7.7"	"8.9"	"9.1"	""	"7.8"	""	"8.4"	"8.4"	"8.6"	"8.9"	"8.6"	"7.5"	"8.8"	""	"9.5"	"7.7"	"5.2"	"8.0"	"8.0"	"8.0"	"8.3"	"8.9"	"8.0"	""	"8.9"	"8.6"	"8.3"	"7.3"	"7.5"	""	"8.0"	"8.0"	"9.1"	""	"7.3"	"8.9"	"8.0"	"8.0"	"8.0"	"8.0"	"5.9"	"8.0"	"7.5"	"7.3"	"7.8"	"8.9"	"8.4"	"8.9"	"8.9"	"7.8"	"8.9"	"8.9"	"8.9"	"8.9"	"8.4"	"8.9"	"8.9"	"7.5"	"8.0"	"7.0"
"17591"	""	"False"	"Arachidonoyl serinol"	"C23 H39 N O3"	"Not the top hit"	"Full match"	"No results"	"-0.12"	"377.29295"	"378.30023"	"15.709"	"2613083.15542275"	"1"	"84.8"	"68.3"	"No matches found"	"No matches found"	"No matches found"	"No matches found"	"PreferredDDA"	"[M+H]+1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"1238304.04690395"	"1061055.32808735"	"2613083.15542275"	"1572672.72729417"	"1825397.13639967"	"1235330.46963472"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"5.3"	"5.9"	"6.2"	"7.3"	"9.5"	"7.0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"17415"	""	"False"	"17ß-Hydroxy-androstano[3,2-c]isoxazole"	"C20 H29 N O2"	"Full match"	"Full match"	"No results"	"0.37"	"315.21995"	"316.22722"	"17.045"	"2680692.74115476"	"1"	"86.3"	"53.8"	"No matches found"	"No matches found"	"No matches found"	"No matches found"	"PreferredDDA"	"[M+H]+1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"2565122.40494737"	"2278861.01466455"	"2680692.74115476"	"2351307.97669794"	"2670700.77286808"	"2284515.12545726"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"10.0"	"6.7"	"9.5"	"8.9"	"7.8"	"8.4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"17367"	""	"False"	"(R)-1-[o-(allyloxy)phenoxy]-3-(isopropylamino)propan-2-ol"	"C15 H23 N O3"	"Full match"	"Not the top hit"	"Full match"	"0.28"	"265.16787"	"266.17512"	"13.432"	"3871129.85185095"	"4"	"87.0"	"9.4"	"No matches found"	"No matches found"	"Multiple matches found"	"No matches found"	"PreferredDDA"	"[M+H]+1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"3871129.85185095"	"3200848.64436392"	"3508796.63830976"	"2964934.8750728"	"3701172.46239985"	"2476844.84944339"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"7.3"	"6.2"	"7.3"	"7.3"	"7.8"	"7.8"	"8.0"	""	"8.0"	"5.3"	"5.5"	"8.6"	"9.1"	"7.5"	""	"9.1"	""	"8.3"	"7.7"	"7.9"	""	"7.9"	"7.4"
"17054"	""	"False"	"17,17-dimethyl-docosahydropyrido[2,1-c]1,9-dioxa-4-azacyclohenicosane-1,14,18,19-tetrone"	"C24 H39 N O6"	"Not the top hit"	"Invalid mass"	"Full match"	"0.20"	"437.27783"	"438.28510"	"19.789"	"3787362.29572303"	"1"	"71.0"	"8.5"	"No matches found"	"No matches found"	"Single match found"	"No matches found"	"PreferredDDA"	"[M+H]+1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"3787362.29572303"	"3141194.22736685"	"3007139.52682135"	"2332745.45122405"	"3143738.18203943"	"3451650.50046913"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"8.9"	"9.5"	"8.9"	"5.1"	"5.7"	"6.7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"16177"	""	"False"	"Danegaptide"	"C14 H17 N3 O4"	"Not the top hit"	"Invalid mass"	"Full match"	"0.51"	"291.12206"	"314.11128"	"8.942"	"3905981.58374688"	"6"	"98.7"	"9.9"	"No matches found"	"No matches found"	"Multiple matches found"	"No matches found"	"PreferredDDA"	"[M+Na]+1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"3905981.58374688"	"3385695.87602997"	"3208681.21188525"	"2111035.09521174"	"3190518.28314919"	"2581965.67825037"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"7.8"	"8.4"	"8.9"	"7.8"	"8.4"	"8.4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"15138"	""	"False"	"7,8-Dichloro-1,2,3,4-Tetrahydroisoquinoline"	"C9 H9 Cl2 N"	"No match"	"No results"	"Full match"	"-4.67"	"201.01027"	"202.01754"	"9.019"	"5611478.82200506"	"0"	""	""	"No matches found"	"No matches found"	"Single match found"	"No matches found"	"PreferredDDA"	"[M+H]+1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"5043833.6710875"	"4575559.03491513"	"5319067.49636823"	"4217601.54388624"	"5611478.82200506"	"4655624.96470895"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"7.8"	"7.8"	"7.8"	"8.9"	"7.8"	"6.7"	"8.4"	"9.5"	"8.9"	"8.9"	"7.8"	"7.8"	"7.3"	"6.2"	"8.9"	"6.7"	"8.0"	"7.5"	"9.1"	"7.5"	"8.6"	"8.0"	"7.0"
"15124"	""	"False"	"4-amino-1-(6-amino-2-{2-[2-(2-amino-3-phenylpropanamido)-3-phenylpropanamido]-4-methylpentanamido}hexanoyl)piperidine-4-carboxylic acid"	"C36 H53 N7 O6"	"No match"	"No results"	"Full match"	"-0.34"	"679.40550"	"680.41278"	"18.102"	"3284806.25199375"	"0"	""	""	"No matches found"	"No matches found"	"Multiple matches found"	"No matches found"	"PreferredDDA"	"[M+H]+1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"2745151.37171087"	"2544300.70324557"	"3284806.25199375"	"2733095.43794618"	"2605636.13866574"	"1163313.78152615"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"6.2"	"5.1"	"8.4"	"6.7"	"8.9"	"5.3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"14976"	""	"False"	"Chloranocryl"	"C10 H9 Cl2 N O"	"No match"	"Full match"	"No results"	"-3.73"	"229.00527"	"230.01254"	"9.033"	"8607852.57299621"	"1"	"66.7"	"47.5"	"No matches found"	"No matches found"	"No matches found"	"No matches found"	"PreferredDDA"	"[M+H]+1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"36413.1737539311"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"291283.136706468"	"246850.359226984"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"8183327.0799022"	"6982379.38598544"	"8607852.57299621"	"6556313.52108444"	"8386677.411447"	"7325762.62292985"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"5.4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"6.1"	"7.4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"6.2"	"5.7"	"5.7"	"6.7"	"7.3"	"8.9"	"8.4"	"7.8"	"9.5"	"8.9"	"8.9"	"9.5"	"8.4"	"9.5"	"9.5"	"7.8"	"8.4"	"8.9"	"8.4"	"8.4"	"7.8"	"8.4"	"9.5"
"14970"	""	"False"	"N-Butylscopolamine"	"C21 H29 N O4"	"Not the top hit"	"Full match"	"No results"	"0.06"	"359.20968"	"360.21695"	"9.228"	"3320316.16022628"	"1"	"77.5"	"58.4"	"No matches found"	"No matches found"	"No matches found"	"No matches found"	"PreferredDDA"	"[M+H]+1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"2372408.92750621"	"2126555.46989496"	"2982227.41104411"	"2513096.56398185"	"3320316.16022628"	"2808026.54873125"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"8.9"	"9.5"	"8.9"	"8.9"	"7.8"	"9.5"	"7.7"	""	"7.7"	"8.3"	"7.7"	"7.4"	"7.7"	"7.7"	"7.7"	"7.2"	"6.6"	"5.5"	"7.2"	"7.2"	"7.4"	"7.4"	"6.8"
